年,月,日,时,分,秒,近地面空气温度,冠层上方空气温度,近地面空气湿度,冠层上方空气湿度,近地面风速,冠层上方风速,风向,大气压,光合有效辐射,向下的短波辐射,向上的短波辐射,向下的长波辐射,向上的长波辐射,净辐射,一层土壤温度,二层土壤温度,一层土壤体积含水量,二层土壤体积含水量,三层土壤体积含水量,降水量
2014,1,1,20,0,0,-25.29,-23.72,77.39,74.83,1.056,1.202,142.3,92.2,-4.097,8.92,6.148,218.8,218.5,3.024,-10.16455,-9.890762,0.033 ,0.060 ,0.080 ,0
2014,1,1,20,30,0,-26.11,-24.39,78.05,76.43,0.709,0.531,6.077,92.2,NAN,10.54,7.674,217.1,217,2.954,-10.23012,-9.930758,0.033 ,0.059 ,0.081 ,0
2014,1,1,21,0,0,-26.13,-24.94,78.05,77.82,0.699,0.518,325.9,92.2,NAN,12.24,9.38,215.2,214.9,3.109,-10.30372,-9.976542,0.033 ,0.060 ,0.080 ,0
2014,1,1,21,30,0,-26.37,-25.33,78.19,78.36,1.02,0.867,13.1,92.3,NAN,12.66,9.57,214.3,213.8,3.576,-10.3778,-10.02749,0.033 ,0.059 ,0.080 ,0
2014,1,1,22,0,0,-26.32,-25.48,76.56,77.56,1.022,0.958,7.349,92.3,NAN,12.44,9.2,214.7,214.1,3.802,-10.4571,-10.08094,0.033 ,0.059 ,0.080 ,0
2014,1,1,22,30,0,-26.68,-25.4,77.01,77.7,1.072,1.074,278.2,92.3,NAN,11.7,8.81,214.7,214.2,3.35,-10.54117,-10.1424,0.033 ,0.059 ,0.080 ,0
2014,1,1,23,0,0,-27.45,-26.15,76.98,78.29,0.921,0.769,81.6,92.3,NAN,12.16,9.15,212.9,212.5,3.421,-10.62043,-10.20062,0.033 ,0.060 ,0.080 ,0
2014,1,1,23,30,0,-27.92,-26.78,77,78.58,0.782,0.944,263.4,92.2,NAN,11.56,8.57,209.9,209.5,3.378,-10.70196,-10.263,0.033 ,0.059 ,0.080 ,0
2014,1,1,24,0,0,-28.17,-27.1,77.34,78.55,0.455,0.549,301.3,92.3,NAN,12.31,9.03,209.5,209.1,3.676,-10.78693,-10.32618,0.033 ,0.059 ,0.080 ,0
2014,1,2,0,30,0,-27.71,-27.09,76.44,78.88,0.967,0.849,19.79,92.2,NAN,12,9.02,208.3,207.6,3.676,-10.86718,-10.38951,0.033 ,0.059 ,0.080 ,0
2014,1,2,1,0,0,-27.94,-26.63,75.92,78.17,0.937,1.285,45.39,92.3,NAN,12.12,9.1,211.4,211.1,3.365,-10.9472,-10.45724,0.033 ,0.060 ,0.080 ,0
2014,1,2,1,30,0,-27.78,-26.09,76.22,77.54,1.247,1.418,41.09,92.3,NAN,12.27,8.84,214.5,213.9,3.973,-11.01886,-10.51732,0.033 ,0.059 ,0.080 ,0
2014,1,2,2,0,0,-27.86,-26.07,76.07,77.32,0.845,0.86,281.9,92.3,NAN,12.21,9.13,213.6,213.4,3.28,-11.08466,-10.57874,0.033 ,0.060 ,0.080 ,0
2014,1,2,2,30,0,-28.21,-27.55,76.44,77.54,0.658,0.814,147.5,92.3,NAN,12.55,9.63,210.5,210.5,2.898,-11.14126,-10.63232,0.033 ,0.059 ,0.080 ,0
2014,1,2,3,0,0,-28.72,-28.35,76.88,78.81,0.848,0.816,86.1,92.3,NAN,13.08,9.77,207.9,207.4,3.76,-11.19873,-10.68517,0.033 ,0.059 ,0.080 ,0
2014,1,2,3,30,0,-28.23,-28.01,77.55,79.63,0.671,0.755,36.68,92.3,NAN,13.73,10.55,208.6,208.1,3.633,-11.25283,-10.73559,0.033 ,0.059 ,0.080 ,0
2014,1,2,4,0,0,-28.77,-27.93,75.34,78.25,1.1,0.994,13.08,92.3,NAN,13.13,9.99,208.7,208.4,3.492,-11.30317,-10.7844,0.033 ,0.059 ,0.080 ,0
2014,1,2,4,30,0,-28.48,-27.54,76.33,77.46,0.877,0.705,341.2,92.2,NAN,12.4,9.36,210.1,209.7,3.478,-11.35384,-10.83381,0.033 ,0.059 ,0.080 ,0
2014,1,2,5,0,0,-28.18,-27.69,76.86,77.62,0.585,0.62,30.8,92.2,NAN,12.02,9.08,210.1,209.5,3.577,-11.38658,-10.88047,0.033 ,0.059 ,0.080 ,0
2014,1,2,5,30,0,-27.9,-26.92,76,77.72,0.673,0.657,5.687,92.2,NAN,11.83,8.71,212.1,211.7,3.534,-11.4187,-10.91688,0.033 ,0.059 ,0.080 ,0
2014,1,2,6,0,0,-27.36,-26.91,76.6,77.39,0.255,0.448,31.74,92.2,NAN,11.76,8.78,213.4,213,3.336,-11.43435,-10.94074,0.033 ,0.059 ,0.080 ,0
2014,1,2,6,30,0,-27.1,-26.64,76.5,78.58,1.013,0.788,276.1,92.2,NAN,11.85,8.91,215,214.6,3.322,-11.44413,-10.9673,0.033 ,0.059 ,0.080 ,0
2014,1,2,7,0,0,-27.25,-26.46,76.21,78.52,0.596,0.585,341.6,92.2,NAN,11.89,9.09,215.2,214.8,3.194,-11.44513,-10.98328,0.033 ,0.059 ,0.080 ,0
2014,1,2,7,30,0,-26.67,-26.15,76.58,77.98,0.35,0.353,9.62,92.1,NAN,11.1,8.3,215.5,215.1,3.194,-11.44059,-10.99768,0.033 ,0.059 ,0.080 ,0
2014,1,2,8,0,0,-26.26,-25.91,76.93,77.71,0.319,0.53,312.5,92.2,NAN,11,7.661,215.2,214.6,3.859,-11.42814,-11.00205,0.033 ,0.059 ,0.080 ,0
2014,1,2,8,30,0,-26.4,-26,76.44,77.37,0.339,0.226,11.95,92.2,NAN,11.55,8.59,214.8,214.4,3.364,-11.41668,-11.01099,0.033 ,0.059 ,0.080 ,0
2014,1,2,9,0,0,-26.33,-26.05,76.68,77.43,0.387,0.141,22.15,92.2,NAN,11.08,8.01,213.6,213.3,3.364,-11.39257,-11.00659,0.033 ,0.059 ,0.080 ,0
2014,1,2,9,30,0,-25.96,-25.73,75.46,76.88,0.424,0.066,300.4,92.2,NAN,11.28,8.18,215.6,215.5,3.209,-11.37455,-10.99701,0.033 ,0.059 ,0.080 ,0
2014,1,2,10,0,0,-25,-24.97,74.86,75.96,0.561,0.607,266.8,92.1,NAN,11.53,8.55,224.7,224.3,3.35,-11.35746,-10.98634,0.033 ,0.059 ,0.080 ,0
2014,1,2,10,30,0,-24.26,-24.16,73.66,75.9,0.506,0.539,325.5,92.1,NAN,NAN,8.89,232.2,298.5,NAN,-11.35643,-10.98908,0.033 ,0.059 ,0.080 ,0
2014,1,2,11,0,0,-23.68,-23.54,73.47,75.34,0.58,0.583,45.09,92.1,NAN,NAN,NAN,NAN,NAN,NAN,-11.34927,-10.98638,0.033 ,0.059 ,0.080 ,0
2014,1,2,11,30,0,-22.62,-22.67,73.32,74.68,0.49,0.515,55.61,92,NAN,14.07,10.67,237.4,237.1,3.73,-11.34611,-10.98654,0.033 ,0.059 ,0.080 ,0
2014,1,2,12,0,0,-21.29,-21.51,70.13,71.23,0.709,0.758,93.8,91.9,NAN,13.49,10.85,241.9,241.5,3.052,-11.33528,-10.98475,0.033 ,0.059 ,0.080 ,0
2014,1,2,12,30,0,-20.17,-20.69,68.12,69.37,0.756,0.747,101.4,91.9,NAN,13.44,10.74,243.9,243.3,3.249,-11.32139,-10.98042,0.033 ,0.059 ,0.080 ,0
2014,1,2,13,0,0,-19.59,-20.14,65.87,67.59,1.317,1.361,167.7,91.8,-3.914,12.74,9.95,245.8,245.5,3.094,-11.3006,-10.97363,0.033 ,0.059 ,0.080 ,0
2014,1,2,13,30,0,-19.04,-19.31,65.47,66.8,0.854,0.849,74.74,91.8,-3.836,11.54,8.9,247.2,246.6,3.164,-11.27263,-10.96022,0.033 ,0.059 ,0.080 ,0
2014,1,2,14,0,0,-18.09,-18.35,63.01,64.27,0.994,1.003,149.3,91.7,-3.869,11.02,8.47,249.9,249.5,2.938,-11.24518,-10.94575,0.033 ,0.059 ,0.080 ,0
2014,1,2,14,30,0,-17.55,-18.08,62.27,64.29,1.228,1.129,157.8,91.7,NAN,11.75,8.91,252.6,252.3,3.164,-11.21571,-10.92913,0.033 ,0.059 ,0.080 ,0
2014,1,2,15,0,0,-17.08,-17.72,62.24,64.09,1.153,1.235,342,91.7,-3.763,13.02,10.44,255.7,255.4,2.867,-11.19029,-10.91372,0.033 ,0.059 ,0.080 ,0
2014,1,2,15,30,0,-17.06,-17.64,63.64,64.37,1.353,1.416,331.6,91.6,-3.684,12.58,10.13,255.8,255.2,3.008,-11.16066,-10.89144,0.033 ,0.059 ,0.080 ,0
2014,1,2,16,0,0,-17.88,-18.22,63.94,64.58,1.117,1.081,199.6,91.6,-3.694,12.94,10.28,253.2,252.8,3.107,-11.14035,-10.8722,0.033 ,0.059 ,0.080 ,0
2014,1,2,16,30,0,-18.61,-18.85,67.07,67.08,1.714,1.902,295.3,91.6,NAN,NAN,NAN,NAN,NAN,NAN,-11.12454,-10.85624,0.033 ,0.059 ,0.080 ,0
2014,1,2,17,0,0,-18.9,-19.27,68.07,68.32,3.858,4.126,298.2,91.6,NAN,NAN,NAN,NAN,NAN,NAN,-11.11448,-10.84392,0.033 ,0.059 ,0.080 ,0
2014,1,2,17,30,0,-19.57,-19.83,69.82,70,3.033,3.36,282.4,91.6,NAN,NAN,NAN,NAN,NAN,NAN,-11.11268,-10.83528,0.033 ,0.059 ,0.080 ,0
2014,1,2,18,0,0,-20.17,-20.23,70.97,70.81,2.107,2.213,273.3,91.5,NAN,11.65,22.54,236.7,235.8,-10.03,-11.11714,-10.83062,0.033 ,0.059 ,0.080 ,0
2014,1,2,18,30,0,-20.95,-20.82,73.05,72.61,2.172,2.289,287.2,91.6,NAN,NAN,7.798,234.1,233.5,NAN,-11.1299,-10.83119,0.033 ,0.059 ,0.080 ,0
2014,1,2,19,0,0,-21.07,-20.96,73.07,72.99,1.602,1.738,300.6,91.5,NAN,NAN,10.62,234.9,391.2,NAN,-11.14323,-10.83535,0.033 ,0.059 ,0.080 ,0
2014,1,2,19,30,0,-21.74,-21.37,74.59,73.83,2.146,2.004,261.4,91.5,NAN,14.76,11.36,234.2,233.6,3.942,-11.16175,-10.84244,0.033 ,0.059 ,0.080 ,0
2014,1,2,20,0,0,-21.86,-21.51,74.44,73.71,1.792,1.711,303,91.5,NAN,13.45,10.77,232.4,458.8,-223.6,-11.17934,-10.85008,0.033 ,0.059 ,0.080 ,0
2014,1,2,20,30,0,-21.85,-21.83,73.85,74.3,1.953,2.328,297.6,91.5,NAN,NAN,NAN,NAN,NAN,NAN,-11.20161,-10.8625,0.033 ,0.059 ,0.080 ,0
2014,1,2,21,0,0,-22.3,-22.21,75,75.46,1.502,1.666,283.3,91.5,NAN,NAN,NAN,NAN,NAN,NAN,-11.22598,-10.87722,0.033 ,0.059 ,0.080 ,0
2014,1,2,21,30,0,-23.08,-22.5,76.12,75.31,1.143,1.45,317.7,91.4,NAN,15.37,12.52,231.1,230.9,3.08,-11.25277,-10.89366,0.033 ,0.059 ,0.080 ,0
2014,1,2,22,0,0,-24.15,-22.97,78.72,76.67,1.313,1.161,197.1,91.4,NAN,NAN,NAN,NAN,NAN,NAN,-11.28296,-10.91245,0.033 ,0.059 ,0.080 ,0
2014,1,2,22,30,0,-24.79,-23.65,77.7,76.49,1.467,1.604,226.6,91.4,NAN,NAN,11.74,225.7,225.2,NAN,-11.31354,-10.93331,0.033 ,0.059 ,0.080 ,0
2014,1,2,23,0,0,-25.98,-24.41,78.77,78.99,1.404,1.109,197,91.4,NAN,NAN,NAN,NAN,NAN,NAN,-11.35209,-10.957,0.033 ,0.059 ,0.080 ,0
2014,1,2,23,30,0,-26.89,-24.37,77.99,77.51,1.498,1.282,232.2,91.3,NAN,13.38,10.71,220.3,219.9,3.081,-11.39274,-10.98457,0.033 ,0.059 ,0.080 ,0
2014,1,2,24,0,0,-27.45,-26.36,78.82,80.5,1.078,1.551,198.8,91.3,NAN,14.49,11.22,218,217.7,3.534,-11.43886,-11.01582,0.033 ,0.059 ,0.080 ,0
2014,1,3,0,30,0,-27.43,-25.39,78.71,80,1.31,1.618,230.8,91.3,NAN,15.25,12.24,218.2,217.9,3.308,-11.48738,-11.04761,0.033 ,0.059 ,0.080 ,0
2014,1,3,1,0,0,-28.13,-24.97,76.92,77.64,1.025,1.274,317.8,91.3,NAN,15.59,12.45,221.5,221,3.675,-11.53699,-11.08395,0.033 ,0.059 ,0.080 ,0
2014,1,3,1,30,0,-29.11,-25.73,77.21,77.68,1.07,1.132,99.7,91.3,NAN,15.32,12.31,218.1,217.6,3.534,-11.59528,-11.12393,0.033 ,0.059 ,0.080 ,0
2014,1,3,2,0,0,-28.31,-26.35,76.97,78.06,1.941,2.042,207.4,91.2,NAN,15.49,12.3,217,216.5,3.704,-11.6499,-11.16443,0.033 ,0.059 ,0.080 ,0
2014,1,3,2,30,0,-29.21,-28.31,77.26,79.56,1.478,1.763,173.4,91.2,NAN,15.97,12.61,212.3,211.8,3.888,-11.70171,-11.20563,0.033 ,0.059 ,0.080 ,0
2014,1,3,3,0,0,-29.33,-29.04,77.56,79.6,0.877,1.251,172,91.1,NAN,15.1,12.03,208.1,207.7,3.449,-11.75805,-11.24734,0.033 ,0.059 ,0.080 ,0
2014,1,3,3,30,0,-29.41,-28.32,77.23,79.26,0.957,1.318,172.3,91.1,NAN,14.31,11.14,207.2,206.8,3.591,-11.81699,-11.29209,0.033 ,0.059 ,0.080 ,0
2014,1,3,4,0,0,-29.69,-27.54,76.59,78.45,0.904,1.116,189.4,91.1,NAN,14.31,11.06,209.9,209.5,3.647,-11.87732,-11.33933,0.033 ,0.059 ,0.080 ,0
2014,1,3,4,30,0,-29.63,-28.54,76.65,78.22,0.891,1.08,160.7,91.1,NAN,15.5,12.44,208.4,208,3.464,-11.93764,-11.38586,0.033 ,0.059 ,0.080 ,0
2014,1,3,5,0,0,-29.88,-29.31,75.99,78.06,0.8,1.385,164.3,91.1,NAN,15.52,12.3,206.9,206.7,3.422,-12.00297,-11.43717,0.033 ,0.059 ,0.080 ,0
2014,1,3,5,30,0,-30.49,-30.13,75.71,77.58,0.756,1.059,179.5,91,NAN,15.48,12.41,204.7,204.2,3.563,-12.06041,-11.48523,0.033 ,0.059 ,0.080 ,0
2014,1,3,6,0,0,-30.85,-30.62,75.82,77.29,0.595,0.929,169.7,91,NAN,16.19,12.98,203.1,202.7,3.606,-12.11606,-11.53389,0.033 ,0.059 ,0.080 ,0
2014,1,3,6,30,0,-31.09,-30.62,75.54,76.61,0.441,0.062,52.36,91,NAN,15.89,12.9,201.3,200.8,3.549,-12.1735,-11.58167,0.033 ,0.059 ,0.080 ,0
2014,1,3,7,0,0,-31.05,-29.88,75.21,76.8,0.504,0,0,91,NAN,14.92,11.74,199.9,199.3,3.733,-12.23021,-11.62928,0.033 ,0.059 ,0.080 ,0
2014,1,3,7,30,0,-31.31,-29.92,74.63,76.4,0.512,0,0,91,NAN,14.82,11.47,201.1,200.6,3.847,-12.28035,-11.67534,0.033 ,0.059 ,0.080 ,0
2014,1,3,8,0,0,-31.69,-29.85,74.24,76.1,0.342,0,0,91,NAN,15.68,12.2,202.1,201.7,3.832,-12.33097,-11.72039,0.033 ,0.059 ,0.080 ,0
2014,1,3,8,30,0,-31.52,-28.98,74.13,76.43,0.402,0.498,302.2,91,NAN,15.87,12.56,202.8,202.3,3.832,-12.37879,-11.76583,0.033 ,0.059 ,0.080 ,0
2014,1,3,9,0,0,-31.51,-29.37,74.2,75.65,0.653,0.708,264.7,91,NAN,15.32,11.99,205.4,205.2,3.564,-12.42663,-11.80793,0.033 ,0.059 ,0.080 ,0
2014,1,3,9,30,0,-30.35,-29.04,74.09,75.78,0.754,0.754,170.6,91,NAN,15.5,12.25,213.1,212.6,3.748,-12.46996,-11.85349,0.033 ,0.059 ,0.080 ,0
2014,1,3,10,0,0,-29.77,-28.91,73.99,75.66,1.142,1.271,200,91,NAN,15.27,12.27,220.2,219.9,3.337,-12.50586,-11.88617,0.033 ,0.059 ,0.080 ,0
2014,1,3,10,30,0,-29.76,-29.62,74.53,76.19,1.448,1.906,188.2,91,NAN,14.33,11.51,217.9,217.2,3.577,-12.54226,-11.92835,0.033 ,0.059 ,0.080 ,0
2014,1,3,11,0,0,-28.67,-28.4,74.74,76.18,1.575,1.835,184.6,91,NAN,15.05,12.2,222.1,221.7,3.293,-12.57026,-11.96267,0.033 ,0.059 ,0.080 ,0
2014,1,3,11,30,0,-27.23,-27.39,74.95,76.19,1.64,1.904,172.8,91,-4.076,16.07,12.93,225.6,225.4,3.349,-12.59002,-11.99307,0.033 ,0.059 ,0.080 ,0
2014,1,3,12,0,0,-25.05,-25.32,73.67,75.77,1.605,1.631,172.7,91,NAN,NAN,11.84,230.1,229.6,NAN,-12.59165,-12.01279,0.033 ,0.059 ,0.080 ,0
2014,1,3,12,30,0,-23.47,-23.77,69.94,73.87,1.96,1.995,178.8,91,-4.027,13.93,10.97,233.4,233,3.349,-12.58227,-12.02813,0.033 ,0.059 ,0.080 ,0
2014,1,3,13,0,0,-22.46,-22.73,62.3,68.07,2.185,2.184,178.8,91,-3.986,13.89,11.22,235.8,235.4,3.122,-12.56474,-12.03383,0.033 ,0.059 ,0.080 ,0
2014,1,3,13,30,0,-21.64,-21.8,60.49,61.67,2.743,2.726,178.5,90.9,NAN,NAN,10.75,237.8,237.2,NAN,-12.53773,-12.03196,0.033 ,0.059 ,0.080 ,0
2014,1,3,14,0,0,-19.4,-19.54,51.95,53.26,1.963,2.074,216.5,90.9,NAN,NAN,NAN,NAN,NAN,NAN,-12.50237,-12.02203,0.033 ,0.059 ,0.080 ,0
2014,1,3,14,30,0,-18.38,-18.68,45.43,46.52,3.745,3.951,308.1,90.9,NAN,NAN,6.752,247.5,244.3,NAN,-12.46651,-12.00862,0.033 ,0.059 ,0.080 ,0
2014,1,3,15,0,0,-18.18,-18.42,45.9,46.65,2.948,3.101,313.1,91,NAN,NAN,NAN,NAN,NAN,NAN,-12.42423,-11.98831,0.033 ,0.059 ,0.079 ,0
2014,1,3,15,30,0,-18.2,-18.33,45.97,46.43,3.788,4.027,302.4,90.9,NAN,NAN,NAN,NAN,NAN,NAN,-12.38383,-11.96487,0.033 ,0.059 ,0.080 ,0
2014,1,3,16,0,0,-18.54,-18.67,47.68,48.16,2.813,3.167,294.9,91,NAN,NAN,5.311,251.8,240.5,NAN,-12.34424,-11.94033,0.033 ,0.059 ,0.079 ,0
2014,1,3,16,30,0,-19.32,-19.35,50.33,50.75,3.068,3.529,286.4,91,NAN,NAN,5.382,238.1,238.2,NAN,-12.31191,-11.91651,0.033 ,0.059 ,0.079 ,0
2014,1,3,17,0,0,-19.89,-19.76,52.88,52.6,1.579,1.76,268.8,91.1,NAN,NAN,4.746,233.5,318.8,NAN,-12.28864,-11.89513,0.033 ,0.059 ,0.080 ,0
2014,1,3,17,30,0,-22.19,-20.67,66.66,57.58,1.52,1.347,240.5,91.1,NAN,NAN,5.057,228.4,229.1,NAN,-12.26854,-11.87748,0.033 ,0.059 ,0.080 ,0
2014,1,3,18,0,0,-23.38,-22.35,73.55,70.12,2.157,2.37,179.1,91.1,NAN,NAN,6.951,226,368.6,NAN,-12.25153,-11.86082,0.033 ,0.059 ,0.080 ,0
