年,月,日,时,分,秒,近地面空气温度,冠层上方空气温度,近地面空气湿度,冠层上方空气湿度,近地面风速,冠层上方风速,风向,大气压,光合有效辐射,向下的短波辐射,向上的短波辐射,向下的长波辐射,向上的长波辐射,净辐射,一层土壤温度,二层土壤温度,一层土壤体积含水量,二层土壤体积含水量,三层土壤体积含水量,降水量
2017,1,1,16,0,0,-18.54,-16.13,67.9,63.84,1.877,2.246,166.4,91.9,15.67,41.17,83,257.8,248.3,8.76,-11.47326,-11.30384,0.050 ,0.103 ,0.295 ,0
2017,1,1,16,30,0,-19.96,-16.81,71.88,66.05,1.906,2.347,154.1,91.9,6.992,7.668,76.26,246.9,242.6,3.083,-11.45474,-11.27927,0.050 ,0.104 ,0.295 ,0
2017,1,1,17,0,0,-21.58,-17.46,76.15,68.2,1.025,1.291,129.7,92,1.174,0,72.96,242,237.8,0.322,-11.44245,-11.26219,0.050 ,0.104 ,0.295 ,0
2017,1,1,17,30,0,-23.16,-17.77,77.27,70.45,0.8,0.973,110.6,92,0.022,0,67.81,239.6,235.4,0,-11.43789,-11.24727,0.050 ,0.103 ,0.295 ,0
2017,1,1,18,0,0,-24.01,-18.38,76.63,73.24,0.82,0.799,64.01,92,0,0,67.8,237,232.8,0,-11.43627,-11.23605,0.050 ,0.103 ,0.295 ,0
2017,1,1,18,30,0,-25.24,-18.55,76.34,73.44,0.812,0.809,349,92,0,0,66.49,235.4,231.2,0,-11.43738,-11.22666,0.050 ,0.103 ,0.295 ,0
2017,1,1,19,0,0,-25.84,-19.09,75.86,75.02,0.823,0.619,338.7,92,0,0,61.58,233.4,229.1,0,-11.44833,-11.22379,0.050 ,0.103 ,0.295 ,0
2017,1,1,19,30,0,-26.43,-19.57,75.96,78.28,0.686,0.738,70.58,92,0,0,59.62,231.4,227.2,0,-11.45731,-11.22069,0.050 ,0.103 ,0.295 ,0
2017,1,1,20,0,0,-27.12,-19.73,74.77,79.08,0.927,0.834,52.28,92,0,0,60,231.3,227,0,-11.47216,-11.2208,0.050 ,0.103 ,0.295 ,0
2017,1,1,20,30,0,-27.46,-20.1,75.01,80.5,0.852,0.843,23.7,92.1,0,0,66.66,230.4,226.1,0,-11.49076,-11.22387,0.050 ,0.103 ,0.295 ,0
2017,1,1,21,0,0,-28.32,-20.44,74.41,80.7,0.469,0.328,31.2,92.1,0.002,0,60.44,227.3,223.1,0,-11.50723,-11.22892,0.050 ,0.103 ,0.295 ,0
2017,1,1,21,30,0,-28.62,-20.86,74.42,80.8,0.999,0.817,14.14,92.1,0.001,0,59.34,226.6,222.4,0,-11.52346,-11.23395,0.050 ,0.103 ,0.295 ,0
2017,1,1,22,0,0,-28.92,-21.37,73.84,81.8,0.867,0.739,32.41,92,0,0,59.34,225.2,220.9,0,-11.55056,-11.24369,0.050 ,0.103 ,0.295 ,0
2017,1,1,22,30,0,-29.46,-21.93,73.65,81.3,0.411,0.597,34.06,92.1,0.001,0,58.01,223.6,219.5,0,-11.57262,-11.25334,0.050 ,0.103 ,0.295 ,0
2017,1,1,23,0,0,-29.53,-22.19,73.57,81.8,0.325,0.546,302.4,92.1,0,0,53.72,221.9,217.7,0,-11.60017,-11.26789,0.050 ,0.103 ,0.295 ,0
2017,1,1,23,30,0,-29.73,-22.31,73.44,81.3,0.701,0.573,16.46,92.1,0,0,50.87,221.2,217,0,-11.62763,-11.28337,0.050 ,0.103 ,0.295 ,0
2017,1,1,24,0,0,-30.4,-22.71,72.86,80.8,0.656,0.636,62.32,92.1,0,0,50.88,220.6,216.3,0,-11.65439,-11.29669,0.050 ,0.103 ,0.295 ,0
2017,1,2,0,30,0,-30.96,-23.28,72.45,80.5,0.297,0.365,14.55,92.1,0,0,50.3,218.1,213.9,0,-11.68107,-11.31067,0.050 ,0.103 ,0.295 ,0
2017,1,2,1,0,0,-31.07,-23.66,72.63,81.4,0.456,0.415,61.17,92.1,0,0,43.33,215.6,211.4,0,-11.71032,-11.32751,0.050 ,0.103 ,0.295 ,0
2017,1,2,1,30,0,-31.59,-24.29,72.13,81.5,0.711,0.775,88.7,92.1,0,0,42.4,215.2,211,0,-11.74395,-11.34667,0.050 ,0.103 ,0.295 ,0
2017,1,2,2,0,0,-31.84,-24.77,72.33,82.9,0.777,0.822,73.12,92.1,0.001,0,42.4,214,209.7,0,-11.77399,-11.36654,0.050 ,0.104 ,0.294 ,0
2017,1,2,2,30,0,-31.78,-24.62,72.23,82.8,0.612,0.486,43.13,92.1,0,0,40.87,213.1,208.9,0,-11.81123,-11.39046,0.050 ,0.104 ,0.294 ,0
2017,1,2,3,0,0,-32.43,-24.97,71.28,81.6,0.658,0.47,36.87,92.1,0,0,35.61,211.9,207.7,0,-11.84412,-11.41159,0.050 ,0.104 ,0.294 ,0
2017,1,2,3,30,0,-32.61,-25.14,71.94,81.5,0.756,0.644,59.77,92.1,0,0,33.92,211.1,206.8,0,-11.87748,-11.43375,0.050 ,0.104 ,0.294 ,0
2017,1,2,4,0,0,-32.95,-25.49,71.1,79.87,0.606,0.655,47.6,92.1,0,0,33.92,210.9,206.7,0,-11.91394,-11.45818,0.050 ,0.104 ,0.294 ,0
2017,1,2,4,30,0,-33.24,-25.69,71.23,80.3,0.601,0.663,67.89,92.2,0,0,33.92,209.7,205.4,0,-11.94919,-11.48355,0.050 ,0.104 ,0.294 ,0
2017,1,2,5,0,0,-33.32,-25.85,71.59,80.5,0.869,0.658,30.64,92.1,0.002,0,33.92,209.4,205.2,0,-11.98499,-11.5067,0.050 ,0.104 ,0.294 ,0
2017,1,2,5,30,0,-33.46,-26.37,70.39,78.61,0.514,0.408,27.67,92.1,0.002,0,32.84,207.1,202.8,0,-12.02403,-11.53394,0.050 ,0.104 ,0.294 ,0
2017,1,2,6,0,0,-34.09,-26.61,70.82,78.59,0.941,0.839,48.97,92.1,0,0,32.85,206.6,202.4,0,-12.05956,-11.55823,0.050 ,0.104 ,0.294 ,0
2017,1,2,6,30,0,-34.02,-26.73,70.82,78.74,0.828,0.721,60.36,92.1,0.001,0,29.69,205.6,202,0,-12.09669,-11.58481,0.050 ,0.104 ,0.294 ,0
2017,1,2,7,0,0,-34.33,-26.91,70.16,80.2,0.921,0.899,86.5,92.1,0.001,0,29.69,204.8,201.6,0,-12.13578,-11.61351,0.050 ,0.104 ,0.294 ,0
2017,1,2,7,30,0,-34.57,-27.43,70.52,80.1,1.011,1.003,103.6,92.1,0.004,0,29.69,203.8,201.3,0,-12.17309,-11.64356,0.050 ,0.104 ,0.294 ,0
2017,1,2,8,0,0,-34.95,-27.39,70.12,81.2,1.102,0.979,62.42,92.1,0.009,0,29.69,205.4,201.3,0,-12.2129,-11.67217,0.050 ,0.104 ,0.294 ,0
2017,1,2,8,30,0,-35.23,-27.73,69.56,78.24,1.068,1.112,39.05,92.1,0.576,1.145,29.69,203.8,200.1,0.149,-12.25174,-11.70071,0.050 ,0.104 ,0.294 ,0
2017,1,2,9,0,0,-35.37,-27.73,69.86,77.46,0.855,1.081,30.68,92.2,5.416,32.3,29.69,216.1,200.7,2.437,-12.29089,-11.72964,0.050 ,0.104 ,0.294 ,0
2017,1,2,9,30,0,-34.36,-27.75,70.67,76.83,0.856,0.867,56.6,92.2,15.83,89.2,29.69,238.8,204,20.18,-12.32702,-11.75785,0.050 ,0.104 ,0.294 ,0
2017,1,2,10,0,0,-33.19,-27.16,70.39,77.45,0.901,0.87,68.6,92.2,34.14,153.9,32.51,262.3,210,37.44,-12.36524,-11.78549,0.050 ,0.104 ,0.294 ,0
2017,1,2,10,30,0,-31.24,-27.16,70.51,79.06,0.901,1.075,130.1,92.2,47.83,91.8,20.41,234.9,209.8,28.74,-12.4003,-11.81919,0.050 ,0.104 ,0.294 ,0
2017,1,2,11,0,0,-29.03,-26.83,70.58,78.39,0.744,0.703,70.05,92.2,64.95,135.4,20.05,244.6,211.1,35.29,-12.42204,-11.84662,0.050 ,0.103 ,0.294 ,0
2017,1,2,11,30,0,-27.28,-26.08,70.41,78.74,0.858,0.829,140.5,92.1,94.3,152.2,27.73,251,213.5,52.53,-12.42177,-11.86681,0.050 ,0.103 ,0.294 ,0
2017,1,2,12,0,0,-25.27,-24.55,70.71,78.4,0.65,0.678,25.93,92.1,101.7,222.3,31.22,276.2,218.2,63.05,-12.39992,-11.87743,0.050 ,0.103 ,0.294 ,0
2017,1,2,12,30,0,-23.25,-23.48,68.24,77.96,1.294,1.385,157.9,92.1,118.5,291.9,34.43,293,223.5,86.7,-12.35878,-11.87689,0.050 ,0.103 ,0.294 ,0
2017,1,2,13,0,0,-22.46,-22.36,69.68,77.45,2.516,2.665,165.8,92,88.6,298,45.35,292,225.1,66.42,-12.30847,-11.8664,0.050 ,0.103 ,0.294 ,0
2017,1,2,13,30,0,-21.33,-21.57,66.1,77.42,3.104,3.168,163,92,106.7,317,57.26,292.1,227.8,85.6,-12.25875,-11.84964,0.050 ,0.104 ,0.294 ,0
2017,1,2,14,0,0,-21.05,-20.68,65.68,75.76,2.952,3.054,169.5,92,84.5,324.6,72.13,287.6,231.7,71.66,-12.20952,-11.83024,0.050 ,0.103 ,0.294 ,0
2017,1,2,14,30,0,-20.58,-20.18,63.49,74.55,2.74,2.888,168,91.9,88.6,350.4,83.3,281.8,235,68.62,-12.16006,-11.80559,0.050 ,0.103 ,0.294 ,0
2017,1,2,15,0,0,-20.74,-20.07,65.38,73.31,3.415,3.514,169.1,92,47.63,260.9,85.6,270.9,235.7,46.77,-12.11724,-11.78145,0.050 ,0.103 ,0.294 ,0
2017,1,2,15,30,0,-21.42,-20.7,67.68,72.87,3.957,4.234,176.9,92,27.52,78.3,73.37,244,230.5,25.46,-12.07777,-11.76012,0.050 ,0.103 ,0.294 ,0
2017,1,2,16,0,0,-21.47,-21.27,68.42,74.5,4.618,4.91,174.1,92,20.58,38.65,59.2,234.5,226.7,12.57,-12.04848,-11.73309,0.050 ,0.103 ,0.294 ,0
2017,1,2,16,30,0,-22.26,-21.64,70.92,75.47,1.292,1.586,187.4,91.9,7.522,13.79,50.88,228.5,224.3,4.723,-12.02317,-11.71385,0.050 ,0.103 ,0.294 ,0
2017,1,2,17,0,0,-23.55,-21.89,74.2,77.96,1.271,1.712,180.5,91.9,1.323,1.667,57.63,226.2,222.3,0.625,-11.99818,-11.69447,0.050 ,0.103 ,0.294 ,0
2017,1,2,17,30,0,-25.1,-21.99,75.44,80.7,2.595,3.111,174,92,0.03,0,61.1,223.5,222.1,0.066,-11.97466,-11.68159,0.050 ,0.103 ,0.294 ,0
2017,1,2,18,0,0,-26.02,-22.52,75.81,81.5,0.979,0.997,40.9,91.9,0,0,63.07,221.9,219.5,0.122,-11.95652,-11.66401,0.050 ,0.103 ,0.294 ,0
2017,1,2,18,30,0,-27.33,-22.49,74.18,82.1,1.603,1.671,116.5,91.9,0,0,66.41,222.7,218.5,0.022,-11.94695,-11.64929,0.050 ,0.103 ,0.294 ,0
2017,1,2,19,0,0,-28.65,-22.59,74.07,81.6,1.252,1.537,113.9,91.9,0,0,59.66,221.5,219.1,0,-11.94565,-11.64013,0.050 ,0.103 ,0.294 ,0
2017,1,2,19,30,0,-29.32,-22.55,73.78,80.7,0.635,0.554,44.73,91.9,0.001,0,49.49,220.1,215.9,0,-11.95927,-11.63584,0.050 ,0.103 ,0.294 ,0
2017,1,2,20,0,0,-29.99,-22.25,73.13,80.8,0.745,0.922,198.3,91.9,0.003,0,41.35,220.5,216.3,0,-11.97827,-11.63572,0.050 ,0.103 ,0.294 ,0
2017,1,2,20,30,0,-29.73,-22.77,73.45,80.7,1.283,1.648,206.5,91.9,0.004,0,37.66,219.5,218,0,-11.9972,-11.64504,0.050 ,0.103 ,0.294 ,0
2017,1,2,21,0,0,-29.5,-23.34,73.49,80.4,1,0.857,1.211,91.9,0.004,0,27.93,217.9,215.3,0,-12.01269,-11.65174,0.050 ,0.103 ,0.294 ,0
2017,1,2,21,30,0,-28.9,-23.04,73.5,81.1,0.822,0.858,44.08,91.9,0.009,0,11.63,217.7,216.9,0,-12.01075,-11.65282,0.050 ,0.103 ,0.294 ,0
2017,1,2,22,0,0,-28.54,-22.84,73.59,80.4,0.591,0.525,39.97,91.8,0.007,0,8.93,218.4,218.2,0.059,-12.00319,-11.65315,0.050 ,0.103 ,0.294 ,0
2017,1,2,22,30,0,-28.21,-22.79,73.98,80.7,0.512,0.607,24.43,91.8,0.006,0,5.837,218.9,218.4,0.001,-11.99051,-11.65077,0.050 ,0.103 ,0.294 ,0
2017,1,2,23,0,0,-27.75,-22.92,74,80.2,0.451,0.617,347.3,91.8,0.003,0,6.049,218.3,218.3,0.005,-11.9749,-11.64608,0.050 ,0.103 ,0.294 ,0
2017,1,2,23,30,0,-27.44,-22.85,74.08,80.2,0.42,0.59,138.3,91.8,0.007,0,4.24,218.3,218.3,0.008,-11.95461,-11.63824,0.050 ,0.103 ,0.294 ,0
2017,1,2,24,0,0,-27.11,-22.74,74.27,80.9,1.098,0.977,32.87,91.7,0.005,0,4.24,219.4,219.4,0.001,-11.93095,-11.62735,0.050 ,0.103 ,0.294 ,0
2017,1,3,0,30,0,-26.54,-22.39,74.89,81.9,1.016,0.923,76.46,91.7,0.006,0,4.24,220.9,220.9,0,-11.90691,-11.61555,0.050 ,0.103 ,0.294 ,0
2017,1,3,1,0,0,-26.11,-22.09,75.07,80.6,0.509,0.442,55.24,91.7,0.007,0,4.239,221.3,221.3,0,-11.88064,-11.60163,0.050 ,0.103 ,0.294 ,0
2017,1,3,1,30,0,-25.8,-22.13,75.1,81.4,1.52,1.531,42.35,91.7,0.004,0,4.239,222.4,222.4,0,-11.85639,-11.58824,0.050 ,0.103 ,0.294 ,0
2017,1,3,2,0,0,-25.31,-22.03,75.71,80.9,1.052,1.088,17.56,91.7,0.003,0,3.208,222.8,222.8,0,-11.8293,-11.57168,0.050 ,0.103 ,0.294 ,0
2017,1,3,2,30,0,-24.81,-21.94,75.57,80.6,1.101,1.103,13.56,91.6,0.005,0,0.141,224,224,0.018,-11.8,-11.55354,0.050 ,0.103 ,0.294 ,0
2017,1,3,3,0,0,-24.28,-22.06,76.31,80.5,1.18,1.036,300.6,91.6,0.002,0,0.184,223.7,223.7,0,-11.77681,-11.53855,0.050 ,0.103 ,0.294 ,0
2017,1,3,3,30,0,-24.06,-22.07,75.89,80.1,0.376,0.011,30.36,91.6,0,0,0,223.3,223.3,0.074,-11.74882,-11.51981,0.050 ,0.103 ,0.294 ,0
2017,1,3,4,0,0,-23.77,-22.22,76.58,79.92,0.5,0.227,354.8,91.5,0,0,0,222.6,222.6,0.015,-11.71796,-11.50208,0.050 ,0.103 ,0.294 ,0
2017,1,3,4,30,0,-23.42,-22.09,76.36,80.1,0.713,0.711,2.44,91.5,0.001,0,0,222.7,222.7,0.057,-11.69068,-11.48476,0.050 ,0.103 ,0.294 ,0
2017,1,3,5,0,0,-23.34,-22.04,76.38,80.2,0.638,0.758,350,91.5,0.002,0,0,223.5,223.5,0.102,-11.66054,-11.46443,0.050 ,0.103 ,0.294 ,0
2017,1,3,5,30,0,-23.19,-22,76.7,80.3,0.773,0.261,29.12,91.5,0.002,0,0,223.6,223.6,0.016,-11.63019,-11.44417,0.050 ,0.103 ,0.294 ,0
2017,1,3,6,0,0,-22.92,-21.77,76.97,80.5,0.838,0.368,324.9,91.5,0.002,0,0,224.1,224.1,0,-11.60185,-11.42526,0.050 ,0.103 ,0.294 ,0
2017,1,3,6,30,0,-22.78,-21.71,77.8,80.3,0.591,0.588,11.44,91.5,0.001,0,0,224.1,224.1,0,-11.57248,-11.40392,0.050 ,0.103 ,0.294 ,0
2017,1,3,7,0,0,-22.58,-21.69,77.82,80.3,0.76,0.731,350.2,91.4,0.003,0,0,224.1,224.1,0,-11.54158,-11.38204,0.050 ,0.103 ,0.294 ,0
2017,1,3,7,30,0,-21.94,-21.52,79.31,80.5,1.088,0.879,330.1,91.4,0.004,0,0,224.6,224.6,0,-11.51176,-11.35754,0.050 ,0.103 ,0.294 ,0
2017,1,3,8,0,0,-21.84,-21.42,78.81,80.6,1.31,1.027,308.4,91.4,0.005,0,0,225.5,225.5,0.009,-11.48552,-11.34064,0.050 ,0.103 ,0.294 ,0
2017,1,3,8,30,0,-21.96,-21.62,78.42,80.7,1.76,1.589,284.4,91.5,0.221,0.763,0,225.6,225.5,0.277,-11.45958,-11.32078,0.050 ,0.103 ,0.294 ,0
2017,1,3,9,0,0,-22.29,-21.64,77.95,80.3,0.879,0.821,318.9,91.5,2.051,5.199,0,228.9,225.5,1.379,-11.43232,-11.29581,0.050 ,0.103 ,0.294 ,0
2017,1,3,9,30,0,-22.19,-21.72,77.63,80.1,0.114,0.072,6.706,91.5,7.558,15.23,0,229.8,225.5,4.455,-11.40355,-11.27604,0.050 ,0.103 ,0.294 ,0
2017,1,3,10,0,0,-21.68,-21.42,77.09,80.3,0.076,0,0,91.5,18.81,42.72,0,240.1,227.1,10.92,-11.37348,-11.25344,0.050 ,0.103 ,0.294 ,0
2017,1,3,10,30,0,-20.68,-20.79,76.17,80.8,0.482,0.583,58.25,91.5,41.52,108.4,3.419,262.1,231.1,23.77,-11.34816,-11.23228,0.050 ,0.103 ,0.294 ,0
2017,1,3,11,0,0,-20.08,-20.1,74.31,81,0.593,0.546,5.031,91.5,44.72,82.4,3.857,259.6,234.1,25.11,-11.31987,-11.21409,0.050 ,0.103 ,0.294 ,0
2017,1,3,11,30,0,-19.45,-19.68,72.92,81.4,0.52,0.419,331.1,91.5,37.96,100.2,2.289,265.5,236.2,21.33,-11.29072,-11.19278,0.050 ,0.103 ,0.294 ,0
2017,1,3,12,0,0,-18.78,-18.65,71.62,82.4,0.734,0.711,201.9,91.5,66.07,165.2,3.814,286.6,241.5,37.69,-11.26082,-11.16918,0.050 ,0.103 ,0.294 ,0
2017,1,3,12,30,0,-17.89,-18.12,70.01,83,0.9,0.899,172.2,91.5,87.8,233.3,3.814,306.1,243.9,56.41,-11.22862,-11.14605,0.050 ,0.103 ,0.294 ,0
2017,1,3,13,0,0,-17.24,-17.52,68.48,83.5,1.163,1.127,178.3,91.5,100.1,237.2,3.813,304.5,246.7,68.37,-11.19394,-11.12285,0.050 ,0.103 ,0.294 ,0
2017,1,3,13,30,0,-16.39,-17.34,68.58,83.6,1.15,1.113,160.8,91.5,87,188.8,4.237,288.4,245.7,58.31,-11.15698,-11.0957,0.050 ,0.103 ,0.293 ,0
2017,1,3,14,0,0,-15.81,-16.88,66.36,84.1,0.97,0.915,130.7,91.5,99.3,170.7,4.237,285.3,246.7,73.25,-11.12503,-11.07108,0.050 ,0.103 ,0.293 ,0
2017,1,3,14,30,0,-15.52,-16.22,65.14,84.5,1.248,1.22,210.4,91.5,104.8,154.2,4.237,284.4,249.6,75.69,-11.08969,-11.04511,0.050 ,0.103 ,0.294 ,0
2017,1,3,15,0,0,-15.82,-15.95,66.66,83.4,1.908,1.949,174.4,91.5,64.38,175.6,4.237,287.3,250.6,47.36,-11.05452,-11.01493,0.050 ,0.103 ,0.293 ,0
2017,1,3,15,30,0,-15.95,-16.23,67.57,81.6,1.968,2.083,172.7,91.6,53.84,81.9,4.166,269.1,249.9,44.41,-11.02045,-10.9893,0.050 ,0.103 ,0.293 ,0
2017,1,3,16,0,0,-16.1,-16.51,69.42,81.1,2.393,2.549,169,91.6,25.94,37.3,4.237,257.2,247.1,16.81,-10.98844,-10.96195,0.050 ,0.103 ,0.293 ,0
2017,1,3,16,30,0,-16.81,-16.97,73.66,81.9,2.503,2.751,172.6,91.7,8.83,14.65,4.237,247.7,243.5,6.126,-10.95558,-10.94029,0.050 ,0.103 ,0.293 ,0
2017,1,3,17,0,0,-17.43,-17.39,76.36,82.9,1.78,2.129,172.9,91.7,1.607,2.288,4.237,243.2,240.7,1.33,-10.92704,-10.90899,0.050 ,0.103 ,0.293 ,0
2017,1,3,17,30,0,-18.54,-17.59,78.47,82.9,1.84,2.201,171.7,91.8,0.043,0,4.237,241.5,237.9,0.021,-10.89747,-10.88782,0.050 ,0.103 ,0.293 ,0
2017,1,3,18,0,0,-20.2,-18.15,78.4,83.2,1.374,1.697,153.5,91.8,0,0,4.237,239.5,235.8,0,-10.88138,-10.85987,0.050 ,0.103 ,0.293 ,0
2017,1,3,18,30,0,-21.6,-18.94,79.17,83.3,2.367,2.987,172.3,91.9,0.001,0,4.238,237.1,233,0,-10.87712,-10.84385,0.050 ,0.103 ,0.293 ,0
2017,1,3,19,0,0,-21.07,-19.83,77.5,82.5,2.072,2.572,178.3,91.9,0.001,0,4.238,233.6,230.4,0.063,-10.88682,-10.82982,0.050 ,0.103 ,0.293 ,0
2017,1,3,19,30,0,-23.82,-20.73,77.29,82.4,2.574,3.191,176.2,91.9,0,0,4.238,228.8,227.2,0.198,-10.90111,-10.82496,0.050 ,0.103 ,0.293 ,0
2017,1,3,20,0,0,-24.76,-21.57,76.03,81.7,1.884,2.519,170.2,92,0,0,4.238,224.8,224.3,0.108,-10.91701,-10.81638,0.050 ,0.103 ,0.293 ,0
